"gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","university","diff_age"
"M",19,15,"N",0.2,"N",22,"Latin",17,10,18,20,25,10,"Y",6,11,33,6,33,11,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","Y",6,10,"Y",1
"M",19,1,"N",-0.05,"Y",22,"Cauc",20,22,18,15,15,10,"N",17,19,19,11,17,17,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",6,10,"Y",1
"M",19,7,"N",-0.27,"Y",23,"Cauc",10,20,20,20,20,10,"N",21,21,21,8,17,12,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",4,10,"Y",0
"M",19,19,"N",-0.35,"Y",24,"Cauc",35,10,20,20,10,5,"Y",13,20,17,17,17,17,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","Y",6,10,"Y",1
"M",19,10,"N",-0.41,"N",27,"Asian",50,0,50,0,0,0,"N",14,17,19,17,19,14,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",8,10,"Y",4
"M",19,11,"N",0.3,"Y",30,"Cauc",30,20,30,10,0,10,"N",21,15,27,3,27,6,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",6,10,"Y",7
"M",19,13,"N",-0.19,"N",21,"Asian",30,5,30,15,15,5,"N",19,19,25,12,12,12,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",6,10,"Y",2
"M",19,9,"N",0.09,"Y",25,"Cauc",20,23,23,22,7,5,"N",20,20,15,15,17,15,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",3,10,"Y",2
"M",19,17,"Y",-0.47,"Y",26,"Cauc",20,25,20,15,15,5,"Y",21,8,25,8,21,17,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","Y",5,10,"Y",3
"M",19,3,"N",-0.47,"Y",27,"Cauc",10,10,30,25,10,15,"N",18,10,18,18,15,21,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",7,10,"Y",4
"M",19,6,"N",-0.3,"N",23,"Black",50,10,20,10,10,0,"N",19,16,21,19,19,7,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",8,10,"Y",0
"M",19,8,"N",-0.46,"N",24,"Latin",20,20,20,15,15,10,"N",11,4,29,4,32,21,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",9,10,"Y",1
"M",19,17,"N",0.62,"N",21,"Asian",12,18,20,16,16,18,"N",14,22,22,14,22,6,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",6,9,"Y",0
"M",19,19,"N",0.03,"N",27,"Black",20,20,20,10,10,20,"N",10,20,23,17,17,13,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",4,9,"Y",6
"M",19,15,"N",-0.13,"N",21,"Asian",10,20,40,10,10,10,"N",17,17,14,20,14,17,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",0
"M",19,3,"N",-0.01,"Y",27,"Cauc",10,20,20,15,20,15,"N",10,15,21,15,21,18,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",4,9,"Y",6
"M",19,5,"N",0.28,"Y",25,"Cauc",20,20,15,15,15,15,"Y",14,11,19,14,24,19,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",7,9,"Y",4
"M",19,6,"N",0.06,"Y",23,"Cauc",20,20,20,15,15,10,"Y",7,26,22,15,15,15,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",7,9,"Y",2
"M",19,16,"N",-0.31,"N",22,"Latin",17,10,18,20,25,10,"Y",6,17,39,6,22,11,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",7,9,"Y",1
"M",19,2,"N",0.42,"Y",22,"Cauc",20,22,18,15,15,10,"N",15,21,21,13,18,13,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",1
"M",19,8,"N",0.11,"Y",23,"Cauc",10,20,20,20,20,10,"N",8,19,22,17,19,14,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",2
"M",19,1,"N",0.03,"Y",24,"Cauc",35,10,20,20,10,5,"Y",9,24,24,15,15,15,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",7,9,"Y",3
"M",19,11,"N",0.17,"N",27,"Asian",50,0,50,0,0,0,"Y",11,19,17,17,25,11,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",7,9,"Y",6
"M",19,12,"N",-0.22,"Y",30,"Cauc",30,20,30,10,0,10,"N",18,18,16,18,14,18,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",9
"M",19,14,"N",0.35,"N",21,"Asian",30,5,30,15,15,5,"N",16,16,20,16,20,12,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",0
"M",19,10,"N",0.43,"Y",25,"Cauc",20,23,23,22,7,5,"Y",13,15,22,15,15,20,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",6,9,"Y",4
"M",19,18,"N",-0.15,"Y",26,"Cauc",20,25,20,15,15,5,"Y",5,25,25,10,25,10,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",6,9,"Y",5
"M",19,4,"Y",-0.05,"Y",27,"Cauc",10,10,30,25,10,15,"Y",7,21,21,21,14,17,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","Y",6,9,"Y",6
"M",19,7,"N",0.32,"N",23,"Black",50,10,20,10,10,0,"N",6,26,26,9,24,9,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",2
"M",19,9,"N",0.01,"N",24,"Latin",20,20,20,15,15,10,"N",8,22,22,15,22,10,21,"Law",0,0,"Cauc",10,26482,"Fun","2Month","SevWeek","N",5,9,"Y",3
"M",19,12,"N",-0.08,"N",21,"Asian",12,18,20,16,16,18,"N",16,22,19,19,19,5,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",7
"M",19,14,"N",0.5,"N",27,"Black",20,20,20,10,10,20,"N",16,16,19,14,16,19,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",1
"M",19,17,"N",0.48,"Y",27,"Cauc",10,20,20,15,20,15,"N",17,17,17,15,17,17,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",1
"M",19,19,"N",0.11,"Y",25,"Cauc",20,20,15,15,15,15,"Y",16,18,20,16,18,11,28,"MedPharma",0,0,"Cauc",2,28891,"Meet","SevYear","2Week","Y",8,2,"Y",3
"M",19,1,"N",0.08,"Y",23,"Cauc",20,20,20,15,15,10,"Y",15,20,20,15,18,12,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,2,"Y",5
"M",19,11,"N",-0.07,"N",22,"Latin",17,10,18,20,25,10,"Y",19,13,26,10,26,6,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,2,"Y",6
"M",19,16,"N",0.06,"Y",22,"Cauc",20,22,18,15,15,10,"N",21,19,19,12,17,12,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",6
"M",19,3,"N",0.16,"Y",23,"Cauc",10,20,20,20,20,10,"N",16,16,18,16,20,16,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",5
"M",19,15,"N",0.4,"Y",24,"Cauc",35,10,20,20,10,5,"Y",18,18,18,15,15,15,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,2,"Y",4
"M",19,6,"N",0.5,"N",27,"Asian",50,0,50,0,0,0,"Y",15,12,19,17,19,19,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",7,2,"Y",1
"M",19,7,"N",-0.24,"Y",30,"Cauc",30,20,30,10,0,10,"N",22,19,14,16,19,11,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",2
"M",19,9,"N",0.24,"N",21,"Asian",30,5,30,15,15,5,"Y",18,14,21,11,25,11,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,2,"Y",7
"M",19,5,"Y",-0.2,"Y",25,"Cauc",20,23,23,22,7,5,"Y",17,17,17,17,17,13,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,2,"Y",3
"M",19,13,"N",0.77,"Y",26,"Cauc",20,25,20,15,15,5,"N",21,19,19,12,14,16,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",6,2,"Y",2
"M",19,18,"N",0.46,"Y",27,"Cauc",10,10,30,25,10,15,"N",19,19,19,11,19,11,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",7,2,"Y",1
"M",19,2,"N",0.22,"N",23,"Black",50,10,20,10,10,0,"N",8,24,24,8,24,13,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",6,2,"Y",5
"M",19,4,"N",0.72,"N",24,"Latin",20,20,20,15,15,10,"N",21,18,23,13,13,13,28,"MedPharma",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","N",6,2,"Y",4
"M",19,13,"N",-0.2,"N",21,"Asian",12,18,20,16,16,18,"N",16,22,19,16,22,5,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",5,1,"Y",7
"M",19,15,"N",0.33,"N",27,"Black",20,20,20,10,10,20,"N",15,19,19,15,19,15,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",1
"M",19,11,"N",0.35,"N",21,"Asian",10,20,40,10,10,10,"Y",17,20,17,17,14,14,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",7
"M",19,18,"N",0.49,"Y",27,"Cauc",10,20,20,15,20,15,"Y",13,17,17,17,17,17,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",1
"M",19,1,"N",-0.15,"Y",25,"Cauc",20,20,15,15,15,15,"Y",12,19,19,14,21,14,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",3
"M",19,2,"N",0.16,"Y",23,"Cauc",20,20,20,15,15,10,"Y",7,29,25,7,25,7,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",5
"M",19,12,"N",-0.06,"N",22,"Latin",17,10,18,20,25,10,"Y",8,17,29,12,25,8,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",8,1,"Y",6
"M",19,17,"N",-0.16,"Y",22,"Cauc",20,22,18,15,15,10,"N",18,21,18,12,18,15,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",6
"M",19,4,"N",0.21,"Y",23,"Cauc",10,20,20,20,20,10,"N",9,15,24,12,21,18,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",5
"M",19,16,"N",0.26,"Y",24,"Cauc",35,10,20,20,10,5,"Y",14,17,21,14,17,17,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",4
"M",19,7,"N",0.19,"N",27,"Asian",50,0,50,0,0,0,"Y",15,12,19,17,19,19,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",1
"M",19,8,"N",-0.29,"Y",30,"Cauc",30,20,30,10,0,10,"N",14,17,14,14,17,23,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",2
"M",19,10,"N",0.16,"N",21,"Asian",30,5,30,15,15,5,"Y",13,19,19,16,23,10,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",7
"M",19,6,"N",-0.29,"Y",25,"Cauc",20,23,23,22,7,5,"Y",14,18,18,14,16,20,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","Y",7,1,"Y",3
"M",19,14,"N",0.83,"Y",26,"Cauc",20,25,20,15,15,5,"N",12,17,25,17,21,8,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",7,1,"Y",2
"M",19,19,"N",0.68,"Y",27,"Cauc",10,10,30,25,10,15,"N",21,16,21,11,16,16,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",7,1,"Y",1
"M",19,3,"N",0.11,"N",23,"Black",50,10,20,10,10,0,"N",8,22,22,12,22,12,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",5
"M",19,5,"N",0.54,"N",24,"Latin",20,20,20,15,15,10,"N",12,24,24,15,18,6,28,"Econ",0,0,"Cauc",1,30147,"Say","1Month","SevWeek","N",6,1,"Y",4
"M",19,1,"N",0.39,"N",21,"Asian",12,18,20,16,16,18,"N",11,20,20,18,20,11,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",6,1,"Y",2
"M",19,3,"N",0.16,"Y",27,"Black",20,20,20,10,10,20,"N",15,17,17,17,17,17,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",7,1,"Y",4
"M",19,18,"N",0.1,"N",21,"Asian",10,20,40,10,10,10,"N",15,21,18,15,18,13,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",7,1,"Y",2
"M",19,6,"N",-0.22,"N",27,"Cauc",10,20,20,15,20,15,"Y",20,18,18,20,20,5,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",8,1,"Y",4
"M",19,8,"N",0.53,"N",25,"Cauc",20,20,15,15,15,15,"Y",16,16,16,19,19,14,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",9,1,"Y",2
"M",19,9,"N",0.03,"N",23,"Cauc",20,20,20,15,15,10,"Y",18,18,18,18,18,12,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",9,1,"Y",0
"M",19,19,"N",-0.16,"N",22,"Latin",17,10,18,20,25,10,"Y",18,21,21,14,11,14,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",10,1,"Y",1
"M",19,5,"N",0.52,"N",22,"Cauc",20,22,18,15,15,10,"N",17,23,20,17,14,9,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",7,1,"Y",1
"M",19,11,"Y",0.49,"N",23,"Cauc",10,20,20,20,20,10,"Y",16,16,18,18,16,18,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",8,1,"Y",0
"M",19,4,"Y",-0.32,"N",24,"Cauc",35,10,20,20,10,5,"Y",18,16,14,20,18,16,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",10,1,"Y",1
"M",19,14,"N",0.2,"N",27,"Asian",50,0,50,0,0,0,"N",18,18,16,20,16,11,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",8,1,"Y",4
"M",19,15,"N",-0.15,"N",30,"Cauc",30,20,30,10,0,10,"N",19,19,17,17,17,11,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",8,1,"Y",7
"M",19,17,"N",0.5,"N",21,"Asian",30,5,30,15,15,5,"Y",13,13,17,20,20,17,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",10,1,"Y",2
"M",19,13,"N",0.33,"N",25,"Cauc",20,23,23,22,7,5,"Y",14,18,18,18,18,14,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",8,1,"Y",2
"M",19,2,"N",-0.12,"N",26,"Cauc",20,25,20,15,15,5,"Y",14,16,22,16,22,11,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",7,1,"Y",3
"M",19,7,"N",-0.27,"N",27,"Cauc",10,10,30,25,10,15,"N",15,21,18,21,12,15,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",7,1,"Y",4
"M",19,10,"Y",0.11,"Y",23,"Black",50,10,20,10,10,0,"Y",16,16,16,16,18,16,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","Y",10,1,"Y",0
"M",19,12,"N",-0.08,"N",24,"Latin",20,20,20,15,15,10,"N",14,16,18,23,16,14,23,"Law",0,0,"Black",1,39919,"Other","2Month","2Week","N",8,1,"Y",1
"F",10,7,"N",0.26,"N",29,"Latin",14,17,10,10,36,14,"N",18,15,15,18,22,12,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",2,9,"Y",6
"F",10,3,"N",-0.15,"N",22,"Other",22,17,22,22,6,11,"N",19,19,17,17,17,12,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",5,9,"Y",1
"F",10,8,"N",0.44,"N",27,"Black",21,17,22,20,8,13,"N",21,14,18,21,14,11,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",2,9,"Y",4
"F",10,9,"Y",-0.05,"Y",28,"Cauc",50,10,30,10,0,0,"Y",22,16,16,22,19,6,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","Y",6,9,"Y",5
"F",10,4,"Y",0.07,"Y",26,"Cauc",25,10,20,20,15,10,"Y",20,15,18,18,18,12,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","Y",9,9,"Y",3
"F",10,2,"N",-0.37,"Y",21,"Cauc",60,15,0,15,0,10,"N",18,16,16,20,18,12,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",5,9,"Y",2
"F",10,1,"N",0.65,"Y",22,"Cauc",21,20,19,20,10,10,"N",18,21,18,13,18,13,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",3,9,"Y",1
"F",10,5,"N",-0.31,"Y",22,"Cauc",30,10,20,30,0,10,"Y",21,21,18,15,12,15,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","Y",6,9,"Y",1
"F",10,10,"N",-0.06,"Y",25,"Cauc",30,0,30,30,10,0,"N",16,20,16,16,20,10,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",3,9,"Y",2
"F",10,6,"N",0.37,"N",24,"Other",20,20,20,20,10,10,"N",21,15,15,18,18,13,23,"SocialW",0,0,"Cauc",10,41466,"Fun","1Week","SevWeek","N",3,9,"Y",1
"F",10,6,"N",0.23,"N",29,"Latin",14,17,10,10,36,14,"N",11,20,20,17,17,14,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",8,10,"Y",7
"F",10,2,"N",-0.01,"N",22,"Other",22,17,22,22,6,11,"N",16,31,22,16,12,3,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",5,10,"Y",0
"F",10,7,"N",0.68,"N",27,"Black",21,17,22,20,8,13,"N",16,19,19,16,16,13,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",8,10,"Y",5
"F",10,8,"N",-0.31,"Y",28,"Cauc",50,10,30,10,0,0,"N",13,23,23,17,17,7,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",9,10,"Y",6
"F",10,3,"N",0.02,"Y",26,"Cauc",25,10,20,20,15,10,"Y",15,24,21,15,15,12,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","Y",10,10,"Y",4
"F",10,1,"Y",-0.34,"Y",21,"Cauc",60,15,0,15,0,10,"Y",14,21,19,14,19,14,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","Y",8,10,"Y",1
"F",10,10,"N",0.44,"Y",22,"Cauc",21,20,19,20,10,10,"Y",12,19,19,17,17,17,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","Y",8,10,"Y",0
"F",10,4,"N",-0.58,"Y",22,"Cauc",30,10,20,30,0,10,"Y",16,22,16,16,16,14,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","Y",8,10,"Y",0
"F",10,9,"N",0.34,"Y",25,"Cauc",30,0,30,30,10,0,"N",18,16,16,21,16,13,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",9,10,"Y",3
"F",10,5,"N",0.23,"N",24,"Other",20,20,20,20,10,10,"N",16,22,19,16,14,14,22,"SocialW",0,0,"Cauc",10,41466,"Date","1Month","2Week","N",8,10,"Y",2
"F",10,8,"Y",0.16,"N",29,"Latin",14,17,10,10,36,14,"Y",12,19,17,19,19,14,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","Y",8,10,"Y",0
"F",10,4,"N",0.03,"Y",22,"Other",22,17,22,22,6,11,"N",15,15,12,25,18,15,29,"SocialSci",0,0,"Other",3,38022,"Serious","SevYear","2Week","N",4,10,"Y",7
"F",10,9,"N",0.28,"N",27,"Black",21,17,22,20,8,13,"N",11,21,18,14,21,14,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","N",2,10,"Y",2
"F",10,10,"N",0.12,"N",28,"Cauc",50,10,30,10,0,0,"Y",14,24,24,14,14,10,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","Y",9,10,"Y",1
"F",10,5,"N",0.45,"N",26,"Cauc",25,10,20,20,15,10,"N",16,16,16,22,16,14,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","N",6,10,"Y",3
"F",10,3,"N",-0.34,"N",21,"Cauc",60,15,0,15,0,10,"N",13,27,20,20,17,3,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","N",3,10,"Y",8
"F",10,2,"N",0.61,"N",22,"Cauc",21,20,19,20,10,10,"N",14,22,19,17,14,14,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","N",3,10,"Y",7
"F",10,6,"N",-0.13,"N",22,"Cauc",30,10,20,30,0,10,"Y",11,20,17,17,20,14,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","Y",8,10,"Y",7
"F",10,1,"N",0.41,"N",25,"Cauc",30,0,30,30,10,0,"Y",15,20,20,17,17,12,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","Y",8,10,"Y",4
"F",10,7,"N",0.29,"Y",24,"Other",20,20,20,20,10,10,"N",15,18,21,18,15,15,29,"SocialSci",0,0,"Other",3,23988,"Serious","SevYear","2Week","N",7,10,"Y",5
"F",10,1,"N",0.39,"N",29,"Latin",14,17,10,10,36,14,"N",9,19,22,16,19,16,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",5,5,"Y",1
"F",10,7,"N",-0.04,"N",22,"Other",22,17,22,22,6,11,"N",0,30,25,20,15,10,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",5,5,"Y",6
"F",10,2,"N",0.8,"N",27,"Black",21,17,22,20,8,13,"N",14,21,21,18,18,7,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",5,5,"Y",1
"F",10,3,"N",-0.18,"Y",28,"Cauc",50,10,30,10,0,0,"Y",6,26,26,13,19,10,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","Y",8,5,"Y",0
"F",10,8,"N",0.14,"Y",26,"Cauc",25,10,20,20,15,10,"N",13,21,23,18,13,13,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",5,5,"Y",2
"F",10,6,"Y",-0.47,"Y",21,"Cauc",60,15,0,15,0,10,"Y",17,17,22,19,19,6,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","Y",6,5,"Y",7
"F",10,5,"N",0.41,"Y",22,"Cauc",21,20,19,20,10,10,"N",14,22,19,14,17,14,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",6,5,"Y",6
"F",10,9,"N",-0.56,"Y",22,"Cauc",30,10,20,30,0,10,"N",10,23,23,10,19,16,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",4,5,"Y",6
"F",10,4,"N",0.53,"Y",25,"Cauc",30,0,30,30,10,0,"N",11,20,22,15,17,15,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","N",7,5,"Y",3
"F",10,10,"Y",0.28,"N",24,"Other",20,20,20,20,10,10,"Y",15,18,21,15,13,18,28,"HRP",0,0,"Cauc",1,23988,"Fun","1Month","2Week","Y",7,5,"Y",4
"F",10,5,"N",0.27,"Y",29,"Latin",14,17,10,10,36,14,"N",20,18,18,18,16,11,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",6,1,"Y",3
"F",10,1,"Y",0.26,"N",22,"Other",22,17,22,22,6,11,"Y",17,17,17,17,17,17,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","Y",8,1,"Y",4
"F",10,6,"N",0.17,"N",27,"Black",21,17,22,20,8,13,"N",23,20,17,14,14,11,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",6,1,"Y",1
"F",10,7,"Y",0.31,"N",28,"Cauc",50,10,30,10,0,0,"Y",22,17,22,17,19,3,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","Y",8,1,"Y",2
"F",10,2,"N",0.37,"N",26,"Cauc",25,10,20,20,15,10,"N",21,15,18,13,15,18,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",7,1,"Y",0
"F",10,10,"N",0.14,"N",21,"Cauc",60,15,0,15,0,10,"N",22,13,18,22,13,11,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",8,1,"Y",5
"F",10,9,"N",0.33,"N",22,"Cauc",21,20,19,20,10,10,"N",17,17,17,17,17,17,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",7,1,"Y",4
"F",10,3,"N",0.14,"N",22,"Cauc",30,10,20,30,0,10,"N",19,19,19,16,14,14,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",7,1,"Y",4
"F",10,8,"Y",0.21,"N",25,"Cauc",30,0,30,30,10,0,"Y",19,17,17,17,13,15,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","Y",7,1,"Y",1
"F",10,4,"N",0.26,"N",24,"Other",20,20,20,20,10,10,"N",19,16,19,13,16,16,26,"Law",0,0,"Latin",1,28989,"Meet","Never","2Week","N",6,1,"Y",2
"F",10,4,"N",0.17,"N",29,"Latin",14,17,10,10,36,14,"Y",7,20,23,17,20,13,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","Y",6,3,"Y",5
"F",10,10,"Y",0.03,"N",22,"Other",22,17,22,22,6,11,"Y",17,17,17,17,17,17,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","Y",7,3,"Y",2
"F",10,5,"N",0.41,"N",27,"Black",21,17,22,20,8,13,"Y",12,22,22,19,16,9,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","Y",6,3,"Y",3
"F",10,6,"N",0.02,"N",28,"Cauc",50,10,30,10,0,0,"Y",3,18,24,21,26,9,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","Y",6,3,"Y",4
"F",10,1,"N",0.63,"N",26,"Cauc",25,10,20,20,15,10,"Y",14,19,24,19,14,11,24,"Law",0,0,"Asian",1,50948,"Date","SevYear","SevWeek","Y",8,3,"Y",2
