"","gender","round","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","age","field_cd","mn_sat","tuition","race","imprace","income","goal","date","go_out","dec","like","imprelig","diff_age"
"552","M",19,11,"N",-0.07,"N",21,"Asian",30,5,30,15,15,5,"N",15,15,22,15,22,11,24,"Econ",0,0,"Cauc",1,30147,"Other","SevYear","1Week","N",6,1,3
"553","M",19,7,"N",0.26,"Y",25,"Cauc",20,23,23,22,7,5,"Y",14,18,18,18,16,16,24,"Econ",0,0,"Cauc",1,30147,"Other","SevYear","1Week","Y",5,1,1
"554","M",19,15,"N",0.05,"Y",26,"Cauc",20,25,20,15,15,5,"Y",17,17,17,17,17,17,24,"Econ",0,0,"Cauc",1,28891,"Other","SevYear","1Week","Y",5,1,2
"555","M",19,1,"N",-0.02,"Y",27,"Cauc",10,10,30,25,10,15,"N",14,24,28,7,21,7,24,"Econ",0,0,"Cauc",1,39919,"Other","SevYear","1Week","N",4,1,3
"556","M",19,4,"N",-0.61,"N",23,"Black",50,10,20,10,10,0,"N",9,21,29,12,24,6,24,"Econ",0,0,"Cauc",1,30147,"Other","SevYear","1Week","N",5,1,1
"557","M",19,6,"N",-0.23,"N",24,"Latin",20,20,20,15,15,10,"N",17,21,19,17,14,12,24,"Econ",0,0,"Cauc",1,39919,"Other","SevYear","1Week","N",6,1,0
"558","M",19,18,"N",-0.4,"N",21,"Asian",12,18,20,16,16,18,"Y",19,19,22,14,19,6,24,"SocialSci",0,0,"Cauc",3,30147,"Fun","1Week","SevWeek","Y",8,3,3
"559","M",19,1,"Y",-0.21,"N",27,"Black",20,20,20,10,10,20,"Y",14,19,19,17,17,14,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",6,3,3
"560","M",19,16,"Y",-0.17,"N",21,"Asian",10,20,40,10,10,10,"Y",17,17,17,14,14,21,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",8,3,3
"561","M",19,4,"N",0.54,"Y",27,"Cauc",10,20,20,15,20,15,"Y",12,19,19,19,19,14,24,"SocialSci",0,0,"Cauc",3,62635,"Fun","1Week","SevWeek","Y",8,3,3
"562","M",19,6,"N",-0.29,"Y",25,"Cauc",20,20,15,15,15,15,"Y",15,17,22,17,22,7,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",7,3,1
"563","M",19,7,"N",0.46,"Y",23,"Cauc",20,20,20,15,15,10,"Y",9,24,21,18,18,12,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",9,3,1
"564","M",19,17,"N",0.44,"N",22,"Latin",17,10,18,20,25,10,"Y",8,23,31,15,15,8,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",7,3,2
"565","M",19,3,"Y",-0.41,"Y",22,"Cauc",20,22,18,15,15,10,"Y",24,18,21,9,21,6,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",7,3,2
"566","M",19,9,"N",-0.27,"Y",23,"Cauc",10,20,20,20,20,10,"Y",17,25,19,14,17,8,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",8,3,1
"567","M",19,2,"N",0,"Y",24,"Cauc",35,10,20,20,10,5,"Y",11,17,20,14,23,14,24,"SocialSci",0,0,"Cauc",3,62635,"Fun","1Week","SevWeek","Y",9,3,0
"568","M",19,12,"N",-0.11,"N",27,"Asian",50,0,50,0,0,0,"Y",14,19,25,14,11,17,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",9,3,3
"569","M",19,13,"N",-0.15,"Y",30,"Cauc",30,20,30,10,0,10,"Y",16,19,19,6,16,23,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",6,3,6
"570","M",19,15,"N",-0.24,"N",21,"Asian",30,5,30,15,15,5,"Y",15,22,19,15,19,11,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",8,3,3
"571","M",19,11,"N",-0.09,"Y",25,"Cauc",20,23,23,22,7,5,"Y",13,21,18,18,18,13,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",8,3,1
"572","M",19,19,"N",0.48,"Y",26,"Cauc",20,25,20,15,15,5,"Y",17,17,17,17,17,17,24,"SocialSci",0,0,"Cauc",3,28891,"Fun","1Week","SevWeek","Y",9,3,2
"573","M",19,5,"Y",0.31,"Y",27,"Cauc",10,10,30,25,10,15,"Y",17,14,19,14,21,14,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",6,3,3
"574","M",19,8,"N",-0.16,"N",23,"Black",50,10,20,10,10,0,"Y",13,26,18,11,13,18,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",7,3,1
"575","M",19,10,"N",-0.01,"N",24,"Latin",20,20,20,15,15,10,"Y",14,25,25,14,18,4,24,"SocialSci",0,0,"Cauc",3,39919,"Fun","1Week","SevWeek","Y",5,3,0
"576","M",19,3,"N",0.01,"N",21,"Asian",12,18,20,16,16,18,"Y",15,20,20,15,20,10,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,7
"577","M",19,5,"Y",-0.02,"N",27,"Black",20,20,20,10,10,20,"Y",17,19,19,11,17,17,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",6,6,1
"578","M",19,1,"Y",-0.1,"N",21,"Asian",10,20,40,10,10,10,"Y",16,18,18,16,18,13,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,7
"579","M",19,8,"N",-0.19,"Y",27,"Cauc",10,20,20,15,20,15,"Y",16,16,18,18,18,14,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",5,6,1
"580","M",19,10,"N",-0.01,"Y",25,"Cauc",20,20,15,15,15,15,"Y",15,20,17,12,20,17,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,3
"581","M",19,11,"N",-0.06,"Y",23,"Cauc",20,20,20,15,15,10,"Y",16,28,24,4,16,12,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",8,6,5
"582","M",19,2,"N",-0.27,"N",22,"Latin",17,10,18,20,25,10,"Y",12,24,24,16,20,4,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",8,6,6
"583","M",19,7,"Y",0.08,"Y",22,"Cauc",20,22,18,15,15,10,"Y",18,24,21,12,21,6,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,6
"584","M",19,13,"N",-0.41,"Y",23,"Cauc",10,20,20,20,20,10,"Y",15,19,19,7,22,19,28,"Econ",0,0,"Cauc",6,42096,"Meet","SevYear","1Week","Y",6,6,5
"585","M",19,6,"N",-0.38,"Y",24,"Cauc",35,10,20,20,10,5,"Y",14,17,24,10,21,14,28,"Econ",0,0,"Cauc",6,62635,"Meet","SevYear","1Week","Y",8,6,4
"586","M",19,16,"N",-0.19,"N",27,"Asian",50,0,50,0,0,0,"Y",18,18,20,11,20,13,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,1
"587","M",19,17,"N",-0.41,"Y",30,"Cauc",30,20,30,10,0,10,"N",19,19,22,9,22,9,28,"Econ",0,0,"Cauc",6,62635,"Meet","SevYear","1Week","N",6,6,2
"588","M",19,19,"N",-0.05,"N",21,"Asian",30,5,30,15,15,5,"Y",13,16,19,16,19,16,28,"Econ",0,0,"Cauc",6,39919,"Meet","SevYear","1Week","Y",7,6,7
"589","M",19,15,"Y",-0.01,"Y",25,"Cauc",20,23,23,22,7,5,"Y",15,17,19,15,17,19,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,3
"590","M",19,4,"N",-0.06,"Y",26,"Cauc",20,25,20,15,15,5,"Y",9,9,22,9,35,17,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,2
"591","M",19,9,"N",-0.01,"Y",27,"Cauc",10,10,30,25,10,15,"Y",21,14,25,14,18,7,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,1
"592","M",19,12,"N",-0.19,"N",23,"Black",50,10,20,10,10,0,"Y",18,18,24,9,24,9,28,"Econ",0,0,"Cauc",6,12063,"Meet","SevYear","1Week","Y",7,6,5
"593","M",19,14,"N",-0.08,"N",24,"Latin",20,20,20,15,15,10,"N",17,22,30,4,22,4,28,"Econ",0,0,"Cauc",6,42096,"Meet","SevYear","1Week","N",5,6,4
"594","M",19,7,"N",0.22,"N",21,"Asian",12,18,20,16,16,18,"N",15,20,20,15,20,12,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",8,3,5
"595","M",19,9,"N",-0.33,"N",27,"Black",20,20,20,10,10,20,"N",19,17,17,17,14,17,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",5,3,1
"596","M",19,5,"N",-0.52,"N",21,"Asian",10,20,40,10,10,10,"N",18,15,18,18,18,15,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",8,3,5
"597","M",19,12,"N",0.24,"Y",27,"Cauc",10,20,20,15,20,15,"N",19,17,15,17,17,17,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",8,3,1
"598","M",19,14,"N",-0.24,"Y",25,"Cauc",20,20,15,15,15,15,"Y",16,18,18,13,22,13,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","Y",9.5,3,1
"599","M",19,15,"N",0.22,"Y",23,"Cauc",20,20,20,15,15,10,"Y",23,13,16,19,16,13,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","Y",9.5,3,3
"600","M",19,6,"Y",0.29,"N",22,"Latin",17,10,18,20,25,10,"Y",23,20,17,17,11,11,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","Y",9.5,3,4
"601","M",19,11,"N",0.1,"Y",22,"Cauc",20,22,18,15,15,10,"N",22,17,17,14,19,11,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",7,3,4
"602","M",19,17,"N",-0.02,"Y",23,"Cauc",10,20,20,20,20,10,"N",21,18,18,18,13,13,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",7,3,3
"603","M",19,10,"N",-0.34,"Y",24,"Cauc",35,10,20,20,10,5,"Y",22,15,18,18,15,12,26,"Econ",0,0,"Cauc",2,62635,"Meet","SevYear","2Week","Y",8,3,2
"604","M",19,1,"N",-0.33,"N",27,"Asian",50,0,50,0,0,0,"Y",17,19,17,17,17,15,26,"Econ",0,0,"Cauc",2,30147,"Meet","SevYear","2Week","Y",8,3,1
"605","M",19,2,"N",-0.49,"Y",30,"Cauc",30,20,30,10,0,10,"N",21,18,23,13,15,10,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",7,3,4
"606","M",19,4,"Y",-0.08,"N",21,"Asian",30,5,30,15,15,5,"Y",19,17,19,15,17,13,26,"Econ",0,0,"Cauc",2,62635,"Meet","SevYear","2Week","Y",8,3,5
"607","M",19,19,"Y",0.01,"Y",25,"Cauc",20,23,23,22,7,5,"Y",15,15,17,17,15,19,26,"Econ",0,0,"Cauc",2,62635,"Meet","SevYear","2Week","Y",8,3,1
"608","M",19,8,"N",0.29,"Y",26,"Cauc",20,25,20,15,15,5,"N",10,25,20,15,20,10,26,"Econ",0,0,"Cauc",2,28891,"Meet","SevYear","2Week","N",6,3,0
"609","M",19,13,"N",0.09,"Y",27,"Cauc",10,10,30,25,10,15,"N",20,12,22,18,15,12,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",7,3,1
"610","M",19,16,"N",-0.32,"N",23,"Black",50,10,20,10,10,0,"Y",26,15,15,23,13,8,26,"Econ",0,0,"Cauc",2,62635,"Meet","SevYear","2Week","Y",8,3,3
"611","M",19,18,"N",-0.17,"N",24,"Latin",20,20,20,15,15,10,"N",18,14,20,20,14,14,26,"Econ",0,0,"Cauc",2,12063,"Meet","SevYear","2Week","N",8,3,2
"612","M",19,15,"N",-0.06,"N",21,"Asian",12,18,20,16,16,18,"Y",12,22,22,12,22,9,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",5,2,9
"613","M",19,17,"N",0.27,"N",27,"Black",20,20,20,10,10,20,"Y",14,19,19,17,17,14,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",4,2,3
"614","M",19,13,"N",0.21,"N",21,"Asian",10,20,40,10,10,10,"Y",14,17,19,17,17,17,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,9
"615","M",19,1,"N",0.04,"Y",27,"Cauc",10,20,20,15,20,15,"Y",12,18,18,18,18,18,30,"Econ",0,0,"Cauc",2,52804,"Fun","SevYear","SevWeek","Y",6,2,3
"616","M",19,3,"N",-0.05,"Y",25,"Cauc",20,20,15,15,15,15,"Y",7,19,21,19,23,12,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,5
"617","M",19,4,"N",-0.05,"Y",23,"Cauc",20,20,20,15,15,10,"Y",11,25,21,14,21,7,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,7
"618","M",19,14,"N",-0.28,"N",22,"Latin",17,10,18,20,25,10,"Y",5,18,23,18,18,18,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",7,2,8
"619","M",19,19,"N",0.04,"Y",22,"Cauc",20,22,18,15,15,10,"N",14,17,17,20,17,14,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","N",6,2,8
"620","M",19,6,"N",0.09,"Y",23,"Cauc",10,20,20,20,20,10,"N",14,14,14,20,20,17,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","N",6,2,7
"621","M",19,18,"N",-0.27,"Y",24,"Cauc",35,10,20,20,10,5,"Y",11,16,21,11,32,11,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,6
"622","M",19,9,"N",0.06,"N",27,"Asian",50,0,50,0,0,0,"Y",15,19,17,15,17,17,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,3
"623","M",19,10,"N",-0.18,"Y",30,"Cauc",30,20,30,10,0,10,"Y",12,15,18,21,21,12,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,0
"624","M",19,12,"N",0.12,"N",21,"Asian",30,5,30,15,15,5,"Y",14,14,23,14,23,14,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,9
"625","M",19,8,"N",-0.21,"Y",25,"Cauc",20,23,23,22,7,5,"Y",12,14,19,19,17,19,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,5
"626","M",19,16,"N",0.16,"Y",26,"Cauc",20,25,20,15,15,5,"Y",8,23,38,8,15,8,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",5,2,4
"627","M",19,2,"N",0.32,"Y",27,"Cauc",10,10,30,25,10,15,"N",9,15,21,18,18,18,30,"Econ",0,0,"Cauc",2,39919,"Fun","SevYear","SevWeek","N",4,2,3
"628","M",19,5,"N",-0.14,"N",23,"Black",50,10,20,10,10,0,"Y",19,24,19,19,11,8,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",6,2,7
"629","M",19,7,"Y",0.12,"N",24,"Latin",20,20,20,15,15,10,"Y",13,13,21,21,13,18,30,"Econ",0,0,"Cauc",2,30147,"Fun","SevYear","SevWeek","Y",5,2,6
"630","M",19,19,"N",-0.08,"N",21,"Asian",12,18,20,16,16,18,"N",20,20,20,14,17,9,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",4,2,1
"631","M",19,2,"N",0.73,"N",27,"Black",20,20,20,10,10,20,"N",17,17,17,17,17,15,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","N",5,2,5
"632","M",19,17,"N",0.58,"N",21,"Asian",10,20,40,10,10,10,"N",16,16,16,22,16,14,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",3,2,1
"633","M",19,5,"N",0.05,"Y",27,"Cauc",10,20,20,15,20,15,"N",17,17,17,19,17,14,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",5,2,5
"634","M",19,7,"N",0.38,"Y",25,"Cauc",20,20,15,15,15,15,"Y",16,19,19,19,14,14,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","Y",8,2,3
"635","M",19,8,"N",0.29,"Y",23,"Cauc",20,20,20,15,15,10,"Y",19,16,16,22,19,9,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","Y",9,2,1
"636","M",19,18,"N",-0.35,"N",22,"Latin",17,10,18,20,25,10,"Y",12,19,12,16,19,22,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","Y",7,2,0
"637","M",19,4,"N",0.11,"Y",22,"Cauc",20,22,18,15,15,10,"N",18,16,18,18,18,13,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",5,2,0
"638","M",19,10,"N",0.39,"Y",23,"Cauc",10,20,20,20,20,10,"N",18,18,13,18,13,18,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",4,2,1
"639","M",19,3,"Y",0.52,"Y",24,"Cauc",35,10,20,20,10,5,"Y",16,18,16,16,16,16,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","Y",8,2,2
"640","M",19,13,"N",0.52,"N",27,"Asian",50,0,50,0,0,0,"N",17,20,17,22,15,10,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","N",4,2,5
"641","M",19,14,"N",0.21,"Y",30,"Cauc",30,20,30,10,0,10,"N",19,17,14,14,17,19,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","N",5,2,8
"642","M",19,16,"N",0.43,"N",21,"Asian",30,5,30,15,15,5,"Y",26,21,16,16,11,11,22,"Undergrad",0,0,"Cauc",9,26482,"Fun","1Month","2Week","Y",7,2,1
"643","M",19,12,"N",0.45,"Y",25,"Cauc",20,23,23,22,7,5,"N",18,18,16,18,16,14,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","N",6,2,3
"644","M",19,1,"N",0.28,"Y",26,"Cauc",20,25,20,15,15,5,"N",23,8,15,15,15,23,22,"Undergrad",0,0,"Cauc",9,42096,"Fun","1Month","2Week","N",6,2,4
"645","M",19,6,"N",0.57,"Y",27,"Cauc",10,10,30,25,10,15,"N",21,13,16,24,11,16,22,"Undergrad",0,0,"Cauc",9,39919,"Fun","1Month","2Week","N",4,2,5
"646","M",19,9,"N",0.37,"N",23,"Black",50,10,20,10,10,0,"N",23,17,14,23,14,9,22,"Undergrad",0,0,"Cauc",9,29809,"Fun","1Month","2Week","N",8,2,1
"647","M",19,11,"N",0.5,"N",24,"Latin",20,20,20,15,15,10,"N",22,14,17,19,14,14,22,"Undergrad",0,0,"Cauc",9,12063,"Fun","1Month","2Week","N",4,2,2
"648","M",19,4,"N",0.28,"Y",21,"Asian",12,18,20,16,16,18,"N",17,17,19,17,17,15,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","N",6,3,4
"649","M",19,6,"N",-0.08,"N",27,"Black",20,20,20,10,10,20,"N",17,19,19,14,19,11,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","N",7,3,2
"650","M",19,2,"N",-0.23,"Y",21,"Asian",10,20,40,10,10,10,"N",18,18,15,18,15,18,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","N",6,3,4
"651","M",19,9,"N",-0.04,"N",27,"Cauc",10,20,20,15,20,15,"Y",14,19,16,19,19,14,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",7,3,2
"652","M",19,11,"N",0.06,"N",25,"Cauc",20,20,15,15,15,15,"Y",16,16,18,16,18,16,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,0
"653","M",19,12,"N",0.02,"N",23,"Cauc",20,20,20,15,15,10,"Y",12,20,20,17,17,15,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,2
"654","M",19,3,"N",0.13,"N",22,"Latin",17,10,18,20,25,10,"Y",14,18,14,18,21,14,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",7,3,3
"655","M",19,8,"N",0.2,"N",22,"Cauc",20,22,18,15,15,10,"Y",19,14,17,22,17,11,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",7,3,3
"656","M",19,14,"Y",0.16,"N",23,"Cauc",10,20,20,20,20,10,"Y",19,16,16,16,16,16,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",7,3,2
"657","M",19,7,"Y",-0.57,"N",24,"Cauc",35,10,20,20,10,5,"Y",17,20,20,15,17,12,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,1
"658","M",19,17,"N",0,"Y",27,"Asian",50,0,50,0,0,0,"Y",14,18,20,20,14,14,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",6,3,2
"659","M",19,18,"N",-0.15,"N",30,"Cauc",30,20,30,10,0,10,"Y",16,18,21,13,18,13,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,5
"660","M",19,1,"Y",-0.01,"Y",21,"Asian",30,5,30,15,15,5,"Y",16,18,18,16,18,14,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",6,3,4
"661","M",19,16,"Y",0.18,"N",25,"Cauc",20,23,23,22,7,5,"Y",13,17,17,17,17,19,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",7,3,0
"662","M",19,5,"Y",0,"N",26,"Cauc",20,25,20,15,15,5,"Y",9,12,19,19,23,19,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,1
"663","M",19,10,"N",-0.01,"N",27,"Cauc",10,10,30,25,10,15,"N",21,18,18,14,14,14,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","N",7,3,2
"664","M",19,13,"Y",-0.36,"N",23,"Black",50,10,20,10,10,0,"Y",21,21,21,19,12,7,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","Y",8,3,2
"665","M",19,15,"N",-0.32,"N",24,"Latin",20,20,20,15,15,10,"N",12,17,17,17,22,15,25,"Econ",0,0,"Asian",1,62635,"Fun","1Week","2Week","N",7,3,1
"666","M",19,6,"N",0.27,"N",21,"Asian",12,18,20,16,16,18,"N",13,18,18,18,18,15,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,6
"667","M",19,8,"N",0.12,"Y",27,"Black",20,20,20,10,10,20,"N",13,15,18,18,18,18,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,0
"668","M",19,4,"N",0.05,"N",21,"Asian",10,20,40,10,10,10,"N",14,14,17,19,19,17,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,6
"669","M",19,11,"N",-0.12,"N",27,"Cauc",10,20,20,15,20,15,"Y",13,18,16,18,18,18,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",8.5,4,0
"670","M",19,13,"N",0.35,"N",25,"Cauc",20,20,15,15,15,15,"Y",18,16,18,16,20,14,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",8,4,2
"671","M",19,14,"N",0.21,"N",23,"Cauc",20,20,20,15,15,10,"Y",18,16,16,18,16,16,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",8,4,4
"672","M",19,5,"Y",-0.23,"N",22,"Latin",17,10,18,20,25,10,"Y",17,14,17,19,22,11,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",8,4,5
"673","M",19,10,"N",0.54,"N",22,"Cauc",20,22,18,15,15,10,"N",18,18,18,18,18,10,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,5
"674","M",19,16,"N",0.51,"N",23,"Cauc",10,20,20,20,20,10,"N",16,16,18,18,16,16,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,4
"675","M",19,9,"Y",-0.04,"N",24,"Cauc",35,10,20,20,10,5,"Y",18,14,16,18,16,16,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",7,4,3
"676","M",19,19,"N",0.12,"N",27,"Asian",50,0,50,0,0,0,"Y",16,18,18,20,18,9,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",7,4,0
"677","M",19,1,"N",-0.46,"N",30,"Cauc",30,20,30,10,0,10,"N",16,20,16,16,22,11,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,3
"678","M",19,3,"N",0.68,"N",21,"Asian",30,5,30,15,15,5,"Y",13,13,19,19,23,13,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",7,4,6
"679","M",19,18,"Y",0.27,"N",25,"Cauc",20,23,23,22,7,5,"Y",12,16,16,20,16,18,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",7,4,2
"680","M",19,7,"N",-0.02,"N",26,"Cauc",20,25,20,15,15,5,"N",15,12,24,15,24,9,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,1
"681","M",19,12,"N",0.02,"N",27,"Cauc",10,10,30,25,10,15,"N",19,10,19,26,13,13,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",7,4,0
"682","M",19,15,"Y",0.41,"Y",23,"Black",50,10,20,10,10,0,"Y",16,16,16,18,18,14,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","Y",7,4,4
"683","M",19,17,"N",0.02,"N",24,"Latin",20,20,20,15,15,10,"N",12,14,19,23,19,14,27,"Law",0,0,"Black",4,12063,"Other","SevYear","2Week","N",8,4,3
"684","M",19,16,"N",0.44,"N",21,"Asian",12,18,20,16,16,18,"N",26,15,22,15,15,7,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",5,10,2
"685","M",19,18,"N",-0.52,"N",27,"Black",20,20,20,10,10,20,"N",14,18,23,18,18,9,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",2,10,4
"686","M",19,14,"N",-0.57,"N",21,"Asian",10,20,40,10,10,10,"N",23,20,17,13,13,13,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",2,10,2
"687","M",19,2,"N",-0.07,"Y",27,"Cauc",10,20,20,15,20,15,"Y",14,14,19,17,19,17,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","Y",6,10,4
"688","M",19,4,"N",0.11,"Y",25,"Cauc",20,20,15,15,15,15,"N",14,11,18,16,23,18,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","N",3,10,2
"689","M",19,5,"N",0.05,"Y",23,"Cauc",20,20,20,15,15,10,"Y",17,19,17,14,17,17,23,"Law",0,0,"Cauc",5,29809,"Fun","1Month","1Week","Y",6,10,0
